Market,DealerCode,MLI,Month,Qty,Revenue
NL,D00829,1829,2,30,3000
DE,D00830,1830,3,31,3100
FR,D00831,1831,4,32,3200
HU,D00832,1832,5,33,3300
NL,D00833,1833,6,34,3400
DE,D00834,1834,7,35,3500
FR,D00835,1835,8,36,3600
HU,D00836,1836,9,37,3700
NL,D00837,1837,10,38,3800
DE,D00838,1838,11,39,3900
FR,D00839,1839,12,40,4000
HU,D00840,1840,1,41,4100
NL,D00841,1841,2,42,4200
DE,D00842,1842,3,43,4300
FR,D00843,1843,4,44,4400
HU,D00844,1844,5,45,4500
NL,D00845,1845,6,46,4600
DE,D00846,1846,7,47,4700
FR,D00847,1847,8,48,4800
HU,D00848,1848,9,49,4900
NL,D00849,1849,10,50,5000
DE,D00850,1850,11,1,100
FR,D00851,1851,12,2,200
HU,D00852,1852,1,3,300
NL,D00853,1853,2,4,400
DE,D00854,1854,3,5,500
FR,D00855,1855,4,6,600
HU,D00856,1856,5,7,700
NL,D00857,1857,6,8,800
DE,D00858,1858,7,9,900
FR,D00859,1859,8,10,1000
HU,D00860,1860,9,11,1100
NL,D00861,1861,10,12,1200
DE,D00862,1862,11,13,1300
FR,D00863,1863,12,14,1400
HU,D00864,1864,1,15,1500
NL,D00865,1865,2,16,1600
DE,D00866,1866,3,17,1700
FR,D00867,1867,4,18,1800
HU,D00868,1868,5,19,1900
NL,D00869,1869,6,20,2000
DE,D00870,1870,7,21,2100
FR,D00871,1871,8,22,2200
HU,D00872,1872,9,23,2300
NL,D00873,1873,10,24,2400
DE,D00874,1874,11,25,2500
FR,D00875,1875,12,26,2600
HU,D00876,1876,1,27,2700
NL,D00877,1877,2,28,2800
DE,D00878,1878,3,29,2900
FR,D00879,1879,4,30,3000
HU,D00880,1880,5,31,3100
NL,D00881,1881,6,32,3200
DE,D00882,1882,7,33,3300
FR,D00883,1883,8,34,3400
HU,D00884,1884,9,35,3500
NL,D00885,1885,10,36,3600
DE,D00886,1886,11,37,3700
FR,D00887,1887,12,38,3800
HU,D00888,1888,1,39,3900
NL,D00889,1889,2,40,4000
DE,D00890,1890,3,41,4100
FR,D00891,1891,4,42,4200
HU,D00892,1892,5,43,4300
NL,D00893,1893,6,44,4400
DE,D00894,1894,7,45,4500
FR,D00895,1895,8,46,4600
HU,D00896,1896,9,47,4700
NL,D00897,1897,10,48,4800
DE,D00898,1898,11,49,4900
FR,D00899,1899,12,50,5000
HU,D00900,1900,1,1,100
NL,D00901,1901,2,2,200
DE,D00902,1902,3,3,300
FR,D00903,1903,4,4,400
HU,D00904,1904,5,5,500
NL,D00905,1905,6,6,600
DE,D00906,1906,7,7,700
FR,D00907,1907,8,8,800
HU,D00908,1908,9,9,900
NL,D00909,1909,10,10,1000
DE,D00910,1910,11,11,1100
FR,D00911,1911,12,12,1200
HU,D00912,1912,1,13,1300
NL,D00913,1913,2,14,1400
DE,D00914,1914,3,15,1500
FR,D00915,1915,4,16,1600
HU,D00916,1916,5,17,1700
NL,D00917,1917,6,18,1800
DE,D00918,1918,7,19,1900
FR,D00919,1919,8,20,2000
HU,D00920,1920,9,21,2100
NL,D00921,1921,10,22,2200
DE,D00922,1922,11,23,2300
FR,D00923,1923,12,24,2400
HU,D00924,1924,1,25,2500
NL,D00925,1925,2,26,2600
DE,D00926,1926,3,27,2700
FR,D00927,1927,4,28,2800
HU,D00928,1928,5,29,2900
NL,D00929,1929,6,30,3000
DE,D00930,1930,7,31,3100
FR,D00931,1931,8,32,3200
HU,D00932,1932,9,33,3300
NL,D00933,1933,10,34,3400
DE,D00934,1934,11,35,3500
FR,D00935,1935,12,36,3600
HU,D00936,1936,1,37,3700
NL,D00937,1937,2,38,3800
DE,D00938,1938,3,39,3900
FR,D00939,1939,4,40,4000
HU,D00940,1940,5,41,4100
NL,D00941,1941,6,42,4200
DE,D00942,1942,7,43,4300
FR,D00943,1943,8,44,4400
HU,D00944,1944,9,45,4500
NL,D00945,1945,10,46,4600
DE,D00946,1946,11,47,4700
FR,D00947,1947,12,48,4800
HU,D00948,1948,1,49,4900
NL,D00949,1949,2,50,5000
DE,D00950,1950,3,1,100
FR,D00951,1951,4,2,200
HU,D00952,1952,5,3,300
NL,D00953,1953,6,4,400
DE,D00954,1954,7,5,500
FR,D00955,1955,8,6,600
HU,D00956,1956,9,7,700
NL,D00957,1957,10,8,800
DE,D00958,1958,11,9,900
FR,D00959,1959,12,10,1000
HU,D00960,1960,1,11,1100
NL,D00961,1961,2,12,1200
DE,D00962,1962,3,13,1300
FR,D00963,1963,4,14,1400
HU,D00964,1964,5,15,1500
NL,D00965,1965,6,16,1600
DE,D00966,1966,7,17,1700
FR,D00967,1967,8,18,1800
HU,D00968,1968,9,19,1900
NL,D00969,1969,10,20,2000
DE,D00970,1970,11,21,2100
FR,D00971,1971,12,22,2200
HU,D00972,1972,1,23,2300
NL,D00973,1973,2,24,2400
DE,D00974,1974,3,25,2500
FR,D00975,1975,4,26,2600
HU,D00976,1976,5,27,2700
NL,D00977,1977,6,28,2800
DE,D00978,1978,7,29,2900
FR,D00979,1979,8,30,3000
HU,D00980,1980,9,31,3100
NL,D00981,1981,10,32,3200
DE,D00982,1982,11,33,3300
FR,D00983,1983,12,34,3400
HU,D00984,1984,1,35,3500
NL,D00985,1985,2,36,3600
DE,D00986,1986,3,37,3700
FR,D00987,1987,4,38,3800
HU,D00988,1988,5,39,3900
NL,D00989,1989,6,40,4000
DE,D00990,1990,7,41,4100
FR,D00991,1991,8,42,4200
HU,D00992,1992,9,43,4300
NL,D00993,1993,10,44,4400
DE,D00994,1994,11,45,4500
FR,D00995,1995,12,46,4600
HU,D00996,1996,1,47,4700
NL,D00997,1997,2,48,4800
DE,D00998,1998,3,49,4900
FR,D00999,1999,4,50,5000
HU,D01000,2000,5,1,100
NL,D01001,2001,6,2,200
DE,D01002,2002,7,3,300
FR,D01003,2003,8,4,400
HU,D01004,2004,9,5,500
NL,D01005,2005,10,6,600
DE,D01006,2006,11,7,700
FR,D01007,2007,12,8,800
HU,D01008,2008,1,9,900
NL,D01009,2009,2,10,1000
DE,D01010,2010,3,11,1100
FR,D01011,2011,4,12,1200
HU,D01012,2012,5,13,1300
NL,D01013,2013,6,14,1400
DE,D01014,2014,7,15,1500
FR,D01015,2015,8,16,1600
HU,D01016,2016,9,17,1700
NL,D01017,2017,10,18,1800
DE,D01018,2018,11,19,1900
FR,D01019,2019,12,20,2000
HU,D01020,2020,1,21,2100
NL,D01021,2021,2,22,2200
DE,D01022,2022,3,23,2300
FR,D01023,2023,4,24,2400
HU,D01024,2024,5,25,2500
NL,D01025,2025,6,26,2600
DE,D01026,2026,7,27,2700
FR,D01027,2027,8,28,2800
HU,D01028,2028,9,29,2900
NL,D01029,2029,10,30,3000
DE,D01030,2030,11,31,3100
FR,D01031,2031,12,32,3200
HU,D01032,2032,1,33,3300
NL,D01033,2033,2,34,3400
DE,D01034,2034,3,35,3500
FR,D01035,2035,4,36,3600
HU,D01036,2036,5,37,3700
NL,D01037,2037,6,38,3800
DE,D01038,2038,7,39,3900
FR,D01039,2039,8,40,4000
HU,D01040,2040,9,41,4100
NL,D01041,2041,10,42,4200
DE,D01042,2042,11,43,4300
FR,D01043,2043,12,44,4400
HU,D01044,2044,1,45,4500
NL,D01045,2045,2,46,4600
DE,D01046,2046,3,47,4700
FR,D01047,2047,4,48,4800
HU,D01048,2048,5,49,4900
NL,D01049,2049,6,50,5000
DE,D01050,2050,7,1,100
FR,D01051,2051,8,2,200
HU,D01052,2052,9,3,300
NL,D01053,2053,10,4,400
DE,D01054,2054,11,5,500
FR,D01055,2055,12,6,600
HU,D01056,2056,1,7,700
NL,D01057,2057,2,8,800
DE,D01058,2058,3,9,900
FR,D01059,2059,4,10,1000
HU,D01060,2060,5,11,1100
NL,D01061,2061,6,12,1200
DE,D01062,2062,7,13,1300
FR,D01063,2063,8,14,1400
HU,D01064,2064,9,15,1500
NL,D01065,2065,10,16,1600
DE,D01066,2066,11,17,1700
FR,D01067,2067,12,18,1800
HU,D01068,2068,1,19,1900
NL,D01069,2069,2,20,2000
DE,D01070,2070,3,21,2100
FR,D01071,2071,4,22,2200
HU,D01072,2072,5,23,2300
NL,D01073,2073,6,24,2400
DE,D01074,2074,7,25,2500
FR,D01075,2075,8,26,2600
HU,D01076,2076,9,27,2700
NL,D01077,2077,10,28,2800
DE,D01078,2078,11,29,2900
FR,D01079,2079,12,30,3000
HU,D01080,2080,1,31,3100
NL,D01081,2081,2,32,3200
DE,D01082,2082,3,33,3300
FR,D01083,2083,4,34,3400
HU,D01084,2084,5,35,3500
NL,D01085,2085,6,36,3600
DE,D01086,2086,7,37,3700
FR,D01087,2087,8,38,3800
HU,D01088,2088,9,39,3900
NL,D01089,2089,10,40,4000
DE,D01090,2090,11,41,4100
FR,D01091,2091,12,42,4200
HU,D01092,2092,1,43,4300
NL,D01093,2093,2,44,4400
DE,D01094,2094,3,45,4500
FR,D01095,2095,4,46,4600
HU,D01096,2096,5,47,4700
NL,D01097,2097,6,48,4800
DE,D01098,2098,7,49,4900
FR,D01099,2099,8,50,5000
HU,D01100,2100,9,1,100
NL,D01101,2101,10,2,200
DE,D01102,2102,11,3,300
FR,D01103,2103,12,4,400
HU,D01104,2104,1,5,500
NL,D01105,2105,2,6,600
DE,D01106,2106,3,7,700
FR,D01107,2107,4,8,800
HU,D01108,2108,5,9,900
NL,D01109,2109,6,10,1000
DE,D01110,2110,7,11,1100
FR,D01111,2111,8,12,1200
HU,D01112,2112,9,13,1300
NL,D01113,2113,10,14,1400
DE,D01114,2114,11,15,1500
FR,D01115,2115,12,16,1600
HU,D01116,2116,1,17,1700
NL,D01117,2117,2,18,1800
DE,D01118,2118,3,19,1900
FR,D01119,2119,4,20,2000
HU,D01120,2120,5,21,2100
NL,D01121,2121,6,22,2200
DE,D01122,2122,7,23,2300
FR,D01123,2123,8,24,2400
HU,D01124,2124,9,25,2500
NL,D01125,2125,10,26,2600
DE,D01126,2126,11,27,2700
FR,D01127,2127,12,28,2800
HU,D01128,2128,1,29,2900
NL,D01129,2129,2,30,3000
DE,D01130,2130,3,31,3100
FR,D01131,2131,4,32,3200
HU,D01132,2132,5,33,3300
NL,D01133,2133,6,34,3400
DE,D01134,2134,7,35,3500
FR,D01135,2135,8,36,3600
HU,D01136,2136,9,37,3700
NL,D01137,2137,10,38,3800
DE,D01138,2138,11,39,3900
FR,D01139,2139,12,40,4000
HU,D01140,2140,1,41,4100
NL,D01141,2141,2,42,4200
DE,D01142,2142,3,43,4300
FR,D01143,2143,4,44,4400
HU,D01144,2144,5,45,4500
NL,D01145,2145,6,46,4600
DE,D01146,2146,7,47,4700
FR,D01147,2147,8,48,4800
HU,D01148,2148,9,49,4900
NL,D01149,2149,10,50,5000
DE,D01150,2150,11,1,100
FR,D01151,2151,12,2,200
HU,D01152,2152,1,3,300
NL,D01153,2153,2,4,400
DE,D01154,2154,3,5,500
FR,D01155,2155,4,6,600
HU,D01156,2156,5,7,700
NL,D01157,2157,6,8,800
DE,D01158,2158,7,9,900
FR,D01159,2159,8,10,1000
HU,D01160,2160,9,11,1100
NL,D01161,2161,10,12,1200
DE,D01162,2162,11,13,1300
FR,D01163,2163,12,14,1400
HU,D01164,2164,1,15,1500
NL,D01165,2165,2,16,1600
DE,D01166,2166,3,17,1700
FR,D01167,2167,4,18,1800
HU,D01168,2168,5,19,1900
NL,D01169,2169,6,20,2000
DE,D01170,2170,7,21,2100
FR,D01171,2171,8,22,2200
HU,D01172,2172,9,23,2300
NL,D01173,2173,10,24,2400
DE,D01174,2174,11,25,2500
FR,D01175,2175,12,26,2600
HU,D01176,2176,1,27,2700
NL,D01177,2177,2,28,2800
DE,D01178,2178,3,29,2900
FR,D01179,2179,4,30,3000
HU,D01180,2180,5,31,3100
NL,D01181,2181,6,32,3200
DE,D01182,2182,7,33,3300
FR,D01183,2183,8,34,3400
HU,D01184,2184,9,35,3500
NL,D01185,2185,10,36,3600
DE,D01186,2186,11,37,3700
FR,D01187,2187,12,38,3800
HU,D01188,2188,1,39,3900
NL,D01189,2189,2,40,4000
DE,D01190,2190,3,41,4100
FR,D01191,2191,4,42,4200
HU,D01192,2192,5,43,4300
NL,D01193,2193,6,44,4400
DE,D01194,2194,7,45,4500
FR,D01195,2195,8,46,4600
HU,D01196,2196,9,47,4700
NL,D01197,2197,10,48,4800
DE,D01198,2198,11,49,4900
FR,D01199,2199,12,50,5000
HU,D01200,2200,1,1,100
NL,D01201,2201,2,2,200
DE,D01202,2202,3,3,300
FR,D01203,2203,4,4,400
HU,D01204,2204,5,5,500
NL,D01205,2205,6,6,600
DE,D01206,2206,7,7,700
FR,D01207,2207,8,8,800
HU,D01208,2208,9,9,900
NL,D01209,2209,10,10,1000
DE,D01210,2210,11,11,1100
FR,D01211,2211,12,12,1200
HU,D01212,2212,1,13,1300
NL,D01213,2213,2,14,1400
DE,D01214,2214,3,15,1500
FR,D01215,2215,4,16,1600
HU,D01216,2216,5,17,1700
NL,D01217,2217,6,18,1800
DE,D01218,2218,7,19,1900
FR,D01219,2219,8,20,2000
HU,D01220,2220,9,21,2100
NL,D01221,2221,10,22,2200
DE,D01222,2222,11,23,2300
FR,D01223,2223,12,24,2400
HU,D01224,2224,1,25,2500
NL,D01225,2225,2,26,2600
DE,D01226,2226,3,27,2700
FR,D01227,2227,4,28,2800
HU,D01228,2228,5,29,2900
NL,D01229,2229,6,30,3000
DE,D01230,2230,7,31,3100
FR,D01231,2231,8,32,3200
HU,D01232,2232,9,33,3300
NL,D01233,2233,10,34,3400
DE,D01234,2234,11,35,3500
FR,D01235,2235,12,36,3600
HU,D01236,2236,1,37,3700
NL,D01237,2237,2,38,3800
DE,D01238,2238,3,39,3900
FR,D01239,2239,4,40,4000
HU,D01240,2240,5,41,4100
NL,D01241,2241,6,42,4200
DE,D01242,2242,7,43,4300
FR,D01243,2243,8,44,4400
HU,D01244,2244,9,45,4500
NL,D01245,2245,10,46,4600
DE,D01246,2246,11,47,4700
FR,D01247,2247,12,48,4800
HU,D01248,2248,1,49,4900
NL,D01249,2249,2,50,5000
DE,D01250,2250,3,1,100
FR,D01251,2251,4,2,200
HU,D01252,2252,5,3,300
NL,D01253,2253,6,4,400
DE,D01254,2254,7,5,500
FR,D01255,2255,8,6,600
HU,D01256,2256,9,7,700
NL,D01257,2257,10,8,800
DE,D01258,2258,11,9,900
FR,D01259,2259,12,10,1000
HU,D01260,2260,1,11,1100
NL,D01261,2261,2,12,1200
DE,D01262,2262,3,13,1300
FR,D01263,2263,4,14,1400
HU,D01264,2264,5,15,1500
NL,D01265,2265,6,16,1600
DE,D01266,2266,7,17,1700
FR,D01267,2267,8,18,1800
HU,D01268,2268,9,19,1900
NL,D01269,2269,10,20,2000
DE,D01270,2270,11,21,2100
FR,D01271,2271,12,22,2200
HU,D01272,2272,1,23,2300
NL,D01273,2273,2,24,2400
DE,D01274,2274,3,25,2500
FR,D01275,2275,4,26,2600
HU,D01276,2276,5,27,2700
NL,D01277,2277,6,28,2800
DE,D01278,2278,7,29,2900
FR,D01279,2279,8,30,3000
HU,D01280,2280,9,31,3100
NL,D01281,2281,10,32,3200
DE,D01282,2282,11,33,3300
FR,D01283,2283,12,34,3400
HU,D01284,2284,1,35,3500
NL,D01285,2285,2,36,3600
DE,D01286,2286,3,37,3700
FR,D01287,2287,4,38,3800
HU,D01288,2288,5,39,3900
NL,D01289,2289,6,40,4000
DE,D01290,2290,7,41,4100
FR,D01291,2291,8,42,4200
HU,D01292,2292,9,43,4300
NL,D01293,2293,10,44,4400
DE,D01294,2294,11,45,4500
FR,D01295,2295,12,46,4600
HU,D01296,2296,1,47,4700
NL,D01297,2297,2,48,4800
DE,D01298,2298,3,49,4900
FR,D01299,2299,4,50,5000
HU,D01300,2300,5,1,100
NL,D01301,2301,6,2,200
DE,D01302,2302,7,3,300
FR,D01303,2303,8,4,400
HU,D01304,2304,9,5,500
NL,D01305,2305,10,6,600
DE,D01306,2306,11,7,700
FR,D01307,2307,12,8,800
HU,D01308,2308,1,9,900
NL,D01309,2309,2,10,1000
DE,D01310,2310,3,11,1100
FR,D01311,2311,4,12,1200
HU,D01312,2312,5,13,1300
NL,D01313,2313,6,14,1400
DE,D01314,2314,7,15,1500
FR,D01315,2315,8,16,1600
HU,D01316,2316,9,17,1700
NL,D01317,2317,10,18,1800
DE,D01318,2318,11,19,1900
FR,D01319,2319,12,20,2000
HU,D01320,2320,1,21,2100
NL,D01321,2321,2,22,2200
DE,D01322,2322,3,23,2300
FR,D01323,2323,4,24,2400
HU,D01324,2324,5,25,2500
NL,D01325,2325,6,26,2600
DE,D01326,2326,7,27,2700
FR,D01327,2327,8,28,2800
HU,D01328,2328,9,29,2900
NL,D01329,2329,10,30,3000
DE,D01330,2330,11,31,3100
FR,D01331,2331,12,32,3200
HU,D01332,2332,1,33,3300
NL,D01333,2333,2,34,3400
DE,D01334,2334,3,35,3500
FR,D01335,2335,4,36,3600
HU,D01336,2336,5,37,3700
NL,D01337,2337,6,38,3800
DE,D01338,2338,7,39,3900
FR,D01339,2339,8,40,4000
HU,D01340,2340,9,41,4100
NL,D01341,2341,10,42,4200
DE,D01342,2342,11,43,4300
FR,D01343,2343,12,44,4400
HU,D01344,2344,1,45,4500
NL,D01345,2345,2,46,4600
DE,D01346,2346,3,47,4700
FR,D01347,2347,4,48,4800
HU,D01348,2348,5,49,4900
NL,D01349,2349,6,50,5000
DE,D01350,2350,7,1,100
FR,D01351,2351,8,2,200
HU,D01352,2352,9,3,300
NL,D01353,2353,10,4,400
DE,D01354,2354,11,5,500
FR,D01355,2355,12,6,600
HU,D01356,2356,1,7,700
NL,D01357,2357,2,8,800
DE,D01358,2358,3,9,900
FR,D01359,2359,4,10,1000
HU,D01360,2360,5,11,1100
NL,D01361,2361,6,12,1200
DE,D01362,2362,7,13,1300
FR,D01363,2363,8,14,1400
HU,D01364,2364,9,15,1500
NL,D01365,2365,10,16,1600
DE,D01366,2366,11,17,1700
FR,D01367,2367,12,18,1800
HU,D01368,2368,1,19,1900
NL,D01369,2369,2,20,2000
DE,D01370,2370,3,21,2100
FR,D01371,2371,4,22,2200
HU,D01372,2372,5,23,2300
NL,D01373,2373,6,24,2400
DE,D01374,2374,7,25,2500
FR,D01375,2375,8,26,2600
HU,D01376,2376,9,27,2700
NL,D01377,2377,10,28,2800
DE,D01378,2378,11,29,2900
FR,D01379,2379,12,30,3000
HU,D01380,2380,1,31,3100
NL,D01381,2381,2,32,3200
DE,D01382,2382,3,33,3300
FR,D01383,2383,4,34,3400
HU,D01384,2384,5,35,3500
NL,D01385,2385,6,36,3600
DE,D01386,2386,7,37,3700
FR,D01387,2387,8,38,3800
HU,D01388,2388,9,39,3900
NL,D01389,2389,10,40,4000
DE,D01390,2390,11,41,4100
FR,D01391,2391,12,42,4200
HU,D01392,2392,1,43,4300
NL,D01393,2393,2,44,4400
DE,D01394,2394,3,45,4500
FR,D01395,2395,4,46,4600
HU,D01396,2396,5,47,4700
NL,D01397,2397,6,48,4800
DE,D01398,2398,7,49,4900
FR,D01399,2399,8,50,5000
HU,D01400,2400,9,1,100
NL,D01401,2401,10,2,200
DE,D01402,2402,11,3,300
FR,D01403,2403,12,4,400
HU,D01404,2404,1,5,500
NL,D01405,2405,2,6,600
DE,D01406,2406,3,7,700
FR,D01407,2407,4,8,800
HU,D01408,2408,5,9,900
NL,D01409,2409,6,10,1000
DE,D01410,2410,7,11,1100
FR,D01411,2411,8,12,1200
HU,D01412,2412,9,13,1300
NL,D01413,2413,10,14,1400
DE,D01414,2414,11,15,1500
FR,D01415,2415,12,16,1600
HU,D01416,2416,1,17,1700
NL,D01417,2417,2,18,1800
DE,D01418,2418,3,19,1900
FR,D01419,2419,4,20,2000
HU,D01420,2420,5,21,2100
NL,D01421,2421,6,22,2200
DE,D01422,2422,7,23,2300
FR,D01423,2423,8,24,2400
HU,D01424,2424,9,25,2500
NL,D01425,2425,10,26,2600
DE,D01426,2426,11,27,2700
FR,D01427,2427,12,28,2800
HU,D01428,2428,1,29,2900
NL,D01429,2429,2,30,3000
DE,D01430,2430,3,31,3100
FR,D01431,2431,4,32,3200
HU,D01432,2432,5,33,3300
NL,D01433,2433,6,34,3400
DE,D01434,2434,7,35,3500
FR,D01435,2435,8,36,3600
HU,D01436,2436,9,37,3700
NL,D01437,2437,10,38,3800
DE,D01438,2438,11,39,3900
FR,D01439,2439,12,40,4000
HU,D01440,2440,1,41,4100
NL,D01441,2441,2,42,4200
DE,D01442,2442,3,43,4300
FR,D01443,2443,4,44,4400
HU,D01444,2444,5,45,4500
NL,D01445,2445,6,46,4600
DE,D01446,2446,7,47,4700
FR,D01447,2447,8,48,4800
HU,D01448,2448,9,49,4900
NL,D01449,2449,10,50,5000
DE,D01450,2450,11,1,100
FR,D01451,2451,12,2,200
HU,D01452,2452,1,3,300
NL,D01453,2453,2,4,400
DE,D01454,2454,3,5,500
FR,D01455,2455,4,6,600
HU,D01456,2456,5,7,700
NL,D01457,2457,6,8,800
DE,D01458,2458,7,9,900
FR,D01459,2459,8,10,1000
HU,D01460,2460,9,11,1100
NL,D01461,2461,10,12,1200
DE,D01462,2462,11,13,1300
FR,D01463,2463,12,14,1400
HU,D01464,2464,1,15,1500
NL,D01465,2465,2,16,1600
DE,D01466,2466,3,17,1700
FR,D01467,2467,4,18,1800
HU,D01468,2468,5,19,1900
NL,D01469,2469,6,20,2000
DE,D01470,2470,7,21,2100
FR,D01471,2471,8,22,2200
HU,D01472,2472,9,23,2300
NL,D01473,2473,10,24,2400
DE,D01474,2474,11,25,2500
FR,D01475,2475,12,26,2600
HU,D01476,2476,1,27,2700
NL,D01477,2477,2,28,2800
DE,D01478,2478,3,29,2900
FR,D01479,2479,4,30,3000
HU,D01480,2480,5,31,3100
NL,D01481,2481,6,32,3200
DE,D01482,2482,7,33,3300
FR,D01483,2483,8,34,3400
HU,D01484,2484,9,35,3500
NL,D01485,2485,10,36,3600
DE,D01486,2486,11,37,3700
FR,D01487,2487,12,38,3800
HU,D01488,2488,1,39,3900
NL,D01489,2489,2,40,4000
DE,D01490,2490,3,41,4100
FR,D01491,2491,4,42,4200
HU,D01492,2492,5,43,4300
NL,D01493,2493,6,44,4400
DE,D01494,2494,7,45,4500
FR,D01495,2495,8,46,4600
HU,D01496,2496,9,47,4700
NL,D01497,2497,10,48,4800
DE,D01498,2498,11,49,4900
FR,D01499,2499,12,50,5000
HU,D01500,2500,1,1,100
NL,D01501,2501,2,2,200
DE,D01502,2502,3,3,300
FR,D01503,2503,4,4,400
HU,D01504,2504,5,5,500
NL,D01505,2505,6,6,600
DE,D01506,2506,7,7,700
FR,D01507,2507,8,8,800
HU,D01508,2508,9,9,900
NL,D01509,2509,10,10,1000
DE,D01510,2510,11,11,1100
FR,D01511,2511,12,12,1200
HU,D01512,2512,1,13,1300
NL,D01513,2513,2,14,1400
DE,D01514,2514,3,15,1500
FR,D01515,2515,4,16,1600
HU,D01516,2516,5,17,1700
NL,D01517,2517,6,18,1800
DE,D01518,2518,7,19,1900
FR,D01519,2519,8,20,2000
HU,D01520,2520,9,21,2100
NL,D01521,2521,10,22,2200
DE,D01522,2522,11,23,2300
FR,D01523,2523,12,24,2400
HU,D01524,2524,1,25,2500
NL,D01525,2525,2,26,2600
DE,D01526,2526,3,27,2700
FR,D01527,2527,4,28,2800
HU,D01528,2528,5,29,2900
NL,D01529,2529,6,30,3000
DE,D01530,2530,7,31,3100
FR,D01531,2531,8,32,3200
HU,D01532,2532,9,33,3300
NL,D01533,2533,10,34,3400
DE,D01534,2534,11,35,3500
FR,D01535,2535,12,36,3600
HU,D01536,2536,1,37,3700
NL,D01537,2537,2,38,3800
DE,D01538,2538,3,39,3900
FR,D01539,2539,4,40,4000
HU,D01540,2540,5,41,4100
NL,D01541,2541,6,42,4200
DE,D01542,2542,7,43,4300
FR,D01543,2543,8,44,4400
HU,D01544,2544,9,45,4500
NL,D01545,2545,10,46,4600
DE,D01546,2546,11,47,4700
FR,D01547,2547,12,48,4800
HU,D01548,2548,1,49,4900
NL,D01549,2549,2,50,5000
DE,D01550,2550,3,1,100
FR,D01551,2551,4,2,200
HU,D01552,2552,5,3,300
NL,D01553,2553,6,4,400
DE,D01554,2554,7,5,500
FR,D01555,2555,8,6,600
HU,D01556,2556,9,7,700
NL,D01557,2557,10,8,800
DE,D01558,2558,11,9,900
FR,D01559,2559,12,10,1000
HU,D01560,2560,1,11,1100
NL,D01561,2561,2,12,1200
DE,D01562,2562,3,13,1300
FR,D01563,2563,4,14,1400
HU,D01564,2564,5,15,1500
NL,D01565,2565,6,16,1600
DE,D01566,2566,7,17,1700
FR,D01567,2567,8,18,1800
HU,D01568,2568,9,19,1900
NL,D01569,2569,10,20,2000
DE,D01570,2570,11,21,2100
FR,D01571,2571,12,22,2200
HU,D01572,2572,1,23,2300
NL,D01573,2573,2,24,2400
DE,D01574,2574,3,25,2500
FR,D01575,2575,4,26,2600
HU,D01576,2576,5,27,2700
NL,D01577,2577,6,28,2800
DE,D01578,2578,7,29,2900
FR,D01579,2579,8,30,3000
HU,D01580,2580,9,31,3100
NL,D01581,2581,10,32,3200
DE,D01582,2582,11,33,3300
FR,D01583,2583,12,34,3400
HU,D01584,2584,1,35,3500
NL,D01585,2585,2,36,3600
DE,D01586,2586,3,37,3700
FR,D01587,2587,4,38,3800
HU,D01588,2588,5,39,3900
NL,D01589,2589,6,40,4000
DE,D01590,2590,7,41,4100
FR,D01591,2591,8,42,4200
HU,D01592,2592,9,43,4300
NL,D01593,2593,10,44,4400
DE,D01594,2594,11,45,4500
FR,D01595,2595,12,46,4600
HU,D01596,2596,1,47,4700
NL,D01597,2597,2,48,4800
DE,D01598,2598,3,49,4900
FR,D01599,2599,4,50,5000
HU,D01600,2600,5,1,100
NL,D01601,2601,6,2,200
DE,D01602,2602,7,3,300
FR,D01603,2603,8,4,400
HU,D01604,2604,9,5,500
NL,D01605,2605,10,6,600
DE,D01606,2606,11,7,700
FR,D01607,2607,12,8,800
HU,D01608,2608,1,9,900
NL,D01609,2609,2,10,1000
DE,D01610,2610,3,11,1100
FR,D01611,2611,4,12,1200
HU,D01612,2612,5,13,1300
NL,D01613,2613,6,14,1400
DE,D01614,2614,7,15,1500
FR,D01615,2615,8,16,1600
HU,D01616,2616,9,17,1700
NL,D01617,2617,10,18,1800
DE,D01618,2618,11,19,1900
FR,D01619,2619,12,20,2000
HU,D01620,2620,1,21,2100
NL,D01621,2621,2,22,2200
DE,D01622,2622,3,23,2300
FR,D01623,2623,4,24,2400
HU,D01624,2624,5,25,2500
NL,D01625,2625,6,26,2600
DE,D01626,2626,7,27,2700
FR,D01627,2627,8,28,2800
HU,D01628,2628,9,29,2900
NL,D01629,2629,10,30,3000
DE,D01630,2630,11,31,3100
FR,D01631,2631,12,32,3200
HU,D01632,2632,1,33,3300
NL,D01633,2633,2,34,3400
DE,D01634,2634,3,35,3500
FR,D01635,2635,4,36,3600
HU,D01636,2636,5,37,3700
NL,D01637,2637,6,38,3800
DE,D01638,2638,7,39,3900
FR,D01639,2639,8,40,4000
HU,D01640,2640,9,41,4100
NL,D01641,2641,10,42,4200
DE,D01642,2642,11,43,4300
FR,D01643,2643,12,44,4400
HU,D01644,2644,1,45,4500
NL,D01645,2645,2,46,4600
DE,D01646,2646,3,47,4700
FR,D01647,2647,4,48,4800
HU,D01648,2648,5,49,4900
NL,D01649,2649,6,50,5000
DE,D01650,2650,7,1,100
FR,D01651,2651,8,2,200
HU,D01652,2652,9,3,300
NL,D01653,2653,10,4,400
DE,D01654,2654,11,5,500
FR,D01655,2655,12,6,600
HU,D01656,2656,1,7,700
NL,D01657,2657,2,8,800
DE,D01658,2658,3,9,900
FR,D01659,2659,4,10,1000
